,cluster,topic,doc_type,source,article_id,sentence,sentence_id,cosine_similarity,textblob_polarity
0,0,Environment (pesticides & fertilizers),Article,,,,,,
1,1,Retailers,Article,spiegel,92.0,"Hamburg - Für viele Verbraucher geben sie den Ausschlag bei der Kaufentscheidung - obwohl kaum jemand weiß, wofür sie wirklich stehen: Bio- oder Gütesiegel sind für die Lebensmittelindustrie zu einem wichtigen Verkaufsinstrument geworden.",269816.0,0.4038666486740112,0.425
2,1,Retailers,Article,spiegel,92.0,"Zwar sind die Kriterien, nach denen die fast hundert unterschiedlichen Lebensmittelsiegel in Deutschland vergeben werden, in der Regel transparent und gut dokumentiert.",269822.0,0.3398203253746033,0.85
3,1,Retailers,Article,spiegel,92.0,Klicken Sie auf die Logos: Lebensmittel-Siegel: In Treu und Glauben,269828.0,0.264295756816864,1.0
4,2,Garbage 1,Article,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",269815.0,0.12369555979967115,1.0
5,3,GMO & organic,Article,spiegel,92.0,In Umfragen bezeichneten Verbraucher beispielsweise Lebensmittel mit Biosiegel als sympathisch und qualitativ hochwertig.,269817.0,0.4760662019252777,1.0
6,3,GMO & organic,Article,spiegel,92.0,Aber für den unbedarften Konsumenten sind die Kriterien oft unverständlich formuliert - und hinter dem Fach-Chinesisch mancher Kennzeichnungen versteckt sich regelrechter Etikettenschwindel.,269823.0,0.433384507894516,-0.7000000000000001
7,3,GMO & organic,Article,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",269814.0,0.3960971236228943,0.15000000000000002
8,4,Garbage 2,Article,,,,,,
9,5,Food products & taste,Article,spiegel,92.0,"Welche der am weitesten verbreiteten Lebensmittelsiegel halten wirklich, was sie versprechen - und welche nicht?",269827.0,0.2920198440551758,1.0
10,6,Food safety,Article,,,,,,
11,7,Research,Article,,,,,,
12,8,Health & nutrition,Article,,,,,,
13,9,Garbage 3,Article,spiegel,92.0,Wem kann man noch trauen?,269813.0,0.3067626953125,0.7000000000000001
14,10,Politics & policy & compliance,Article,,,,,,
15,11,Animal welfare & meat consumption,Article,,,,,,
16,12,Farming & agricultural policy & food security,Article,,,,,,
17,13,Consumer prices & profit,Article,spiegel,92.0,Das gute Geschäft lebt auch von der Unwissenheit der Verbraucher.,269821.0,0.4307823479175568,1.0
18,14,Garbage 4,Article,,,,,,
19,0,Environment (pesticides & fertilizers),Comment,spiegel,92.0,".für mich ein Kriterium, vorzugsweise Demeter-Produkte zu kaufen, dass sie z.B. nicht erlauben, den Boden unter den Pflanzen mit Plastikfolie abzudecken, was verhindert, dass ""Unkräuter"" wachsen, was sowohl eine natürliche Bodenbeschaffenheit verhindert, als auch dass die Pflanzen sich gegenseitig ""helfen"", indem sie Substanzen wie z.B. Phosphor, Stickstoff ( durch Schmetterlingsblütler), etc austauschen.",270098.0,0.4968608617782593,-0.5
20,1,Retailers,Comment,spiegel,92.0,"Kein Wunder also, dass da immer nur ""Produktinnovationen"" gewinnen, mit denen Real, Edeka und Kaiser's besonders gut Kasse machen können - also irgendwelche vergewaltigten Lebensmittel in Plastikverpackungen aus dem Hause Unilever, Nestlé oder Kraft Foods.",270208.0,0.4228266477584839,1.0
21,1,Retailers,Comment,spiegel,92.0,"Es sind die Lebensmittelkonzerne, die mit schlechtesten und billigsten Zutaten und poppig-bunten Etiketten Ihnen vorgaukeln, der Inhalt sei sein Geld wert.",269971.0,0.419678270816803,-0.7000000000000001
22,1,Retailers,Comment,spiegel,92.0,"Es sind die Lebensmittelkonzerne, die mit schlechtesten und billigsten Zutaten und poppig-bunten Etiketten Ihnen vorgaukeln, der Inhalt sei sein Geld wert.",269954.0,0.419678270816803,-0.7000000000000001
23,1,Retailers,Comment,spiegel,92.0,Auch suburbane Akademiker kaufen Industrienahrungsmittel.,270156.0,0.4156398177146912,-0.7000000000000001
24,1,Retailers,Comment,spiegel,92.0,"Nicht mal im Doppelblindvergleich kam der Laden annähernd in die Spitzengruppe (und es wurden NUR Bulettenbräter verglichen, keine wirklich hochwertigen Produkte).",270256.0,0.30766868591308594,-0.5
25,1,Retailers,Comment,spiegel,92.0,DLG und QS sind auf jeden fall nur schöner schein der lebensmittelindustrie.,269877.0,0.3046815395355225,1.0
26,1,Retailers,Comment,spiegel,92.0,"Beim Verkauf einer herkömmlichen Tafel Schokolade mit 18 Stücken erhält der Bauer gerade mal den Wert eines Stückes, bei einer fair gehandelten Tafel Schokolade immerhin den Wert von 8 Stücken.",270361.0,0.3034046292304993,1.0
27,1,Retailers,Comment,spiegel,92.0,"Beim Verkauf einer herkömmlichen Tafel Schokolade mit 18 Stücken erhält der Bauer gerade mal den Wert eines Stückes, bei einer fair gehandelten Tafel Schokolade immerhin den Wert von 8 Stücken.",270356.0,0.3034046292304993,1.0
28,1,Retailers,Comment,spiegel,92.0,"Das gleiche gilt auch für das Earth Island Institute, dessen Label bei Ihnen ebenfalls einen grünen Daumen bekommt - was man nur noch als grobe Verbrauchertäuschung bezeichnen kann.",270189.0,0.29893946647644043,-0.7000000000000001
29,1,Retailers,Comment,spiegel,92.0,"Ist es wirklich sinnvoll in Passau ""frischen"" Meerfisch zu verkaufen?.",270310.0,0.2642501890659332,1.0
30,2,Garbage 1,Comment,spiegel,92.0,"Aus diesem Grund haben es ""Mogelsiegel"" doch so einfach.",269842.0,0.1572522073984146,0.7000000000000001
31,2,Garbage 1,Comment,spiegel,92.0,(Würde mich jedenfalls als Gelegentlich-McDoof-Besucher doch brennend interessieren),269986.0,0.14966270327568054,1.0
32,2,Garbage 1,Comment,spiegel,92.0,"""Actimel"" mag zwar ein gewisses Völlegefühl innerhalb von 14 Tagen beseitigen.",270316.0,0.14766520261764526,1.0
33,2,Garbage 1,Comment,spiegel,92.0,unterbinden durch hohe strafzoelle die veredlung und.,270365.0,0.14755311608314514,-0.7000000000000001
34,2,Garbage 1,Comment,spiegel,92.0,"Sie dürfen natürlich mit erhobenen Zeigefinger daherkommen,.",269997.0,0.13838478922843933,0.7000000000000001
35,2,Garbage 1,Comment,spiegel,92.0,Im Laden habe ich bis jetzt auf Demeter und Natura gesetzt.,270116.0,0.1378193199634552,0.7000000000000001
36,2,Garbage 1,Comment,spiegel,92.0,Im Laden habe ich bis jetzt auf Demeter und Natura gesetzt.,270126.0,0.1378193199634552,0.7000000000000001
37,2,Garbage 1,Comment,spiegel,92.0,"""Testsieger ist die Billig-/ oder .",270112.0,0.13209611177444458,1.0
38,2,Garbage 1,Comment,spiegel,92.0,"Glücklicherweise kann man in diesem Länd noch frei wählen, was man für richtig hält.",269965.0,0.12743642926216125,0.85
39,2,Garbage 1,Comment,spiegel,92.0,"Glücklicherweise kann man in diesem Länd noch frei wählen, was man für richtig hält.",270011.0,0.12743642926216125,0.85
40,2,Garbage 1,Comment,spiegel,92.0,"Glücklicherweise kann man in diesem Länd noch frei wählen, was man für richtig hält.",269989.0,0.12743642926216125,0.85
41,2,Garbage 1,Comment,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",270038.0,0.12369555979967115,1.0
42,2,Garbage 1,Comment,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",269832.0,0.12369555979967115,1.0
43,2,Garbage 1,Comment,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",269848.0,0.12369555979967115,1.0
44,2,Garbage 1,Comment,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",269856.0,0.12369555979967115,1.0
45,2,Garbage 1,Comment,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",270204.0,0.12369555979967115,1.0
46,2,Garbage 1,Comment,spiegel,92.0,"SPIEGEL ONLINE zeigt, welche Siegel halten, was sie versprechen - und welche nicht.",270271.0,0.12369555979967115,1.0
47,2,Garbage 1,Comment,spiegel,92.0,"Hinter den Siegeln verbergen sich wohl oft viele der genannten »Kann-Regeln«, die die Glaubwürdigkeit und Werte der Siegel meines Erachtens stark mindern.",269884.0,0.11439933627843855,0.35000000000000003
48,2,Garbage 1,Comment,spiegel,92.0,"Letztendlich war er aber doch beeindruckt, immerhin so sehr, dass er heimlich bei uns im Garten den Hokuspokus ausprobierte.",270226.0,0.10886205732822417,-0.7000000000000001
49,2,Garbage 1,Comment,spiegel,92.0,"Lasst den Rest einfach leben, man lebt nur einmal und das soll dann auch Spaß machen.",270052.0,0.10794875025749208,0.7000000000000001
50,2,Garbage 1,Comment,spiegel,92.0,"So ein Schmarrn - erstens wird ein Handtuch zig mal gewaschen, zweitens hat man quasi keinen Hautkontakt mit einem Ettikett und drittens sind die belastenden ""Gift""-Konzentrationen in jedem Waschmittel, Duschgel, Zahnbürst, Armanduhr hundert mal größer.",270067.0,0.10223780572414398,-0.15000000000000002
51,2,Garbage 1,Comment,spiegel,92.0,"identische Handtuch handelt, welches mit dem gleichen Garn, auf der selben Maschine gesponnen wird.",270070.0,0.10210379958152772,-0.7000000000000001
52,2,Garbage 1,Comment,spiegel,92.0,"Bevor sie andere so aburteilen, sollten sie Ihre Glaskugel wieder in den Schrank stellen und einen Gang zurück schalten.",270248.0,0.09434860199689864,-1.0
53,2,Garbage 1,Comment,spiegel,92.0,"Bevor sie andere so aburteilen, sollten sie Ihre Glaskugel wieder in den Schrank stellen und einen Gang zurück schalten.",269980.0,0.09434860199689864,-1.0
54,2,Garbage 1,Comment,spiegel,92.0,"Bevor sie andere so aburteilen, sollten sie Ihre Glaskugel wieder in den Schrank stellen und einen Gang zurück schalten.",270026.0,0.09434860199689864,-1.0
55,2,Garbage 1,Comment,spiegel,92.0,"Aber der SPIEGEL kann die DLG, QS und RainforrestAlliance siegel ruhig mit ""daumen runter"" bewerten.",269876.0,0.09421631693840027,0.7000000000000001
56,2,Garbage 1,Comment,spiegel,92.0,"Weil es die lieben Freunde tun, weil's so hip ist (ich frage mich nur wieso), so schön bunt, so angesagt, so cool oder weiß der Geier.",270262.0,0.03371374681591988,0.7999999999999989
57,3,GMO & organic,Comment,spiegel,92.0,Es geht hier übrigens nur darum die Lebensmittel vernünftig zu etikettieren - nicht darum die gesamte Lebensmittelproduktion auf Bio umzustellen.,269994.0,0.6049546599388123,1.0
58,3,GMO & organic,Comment,spiegel,92.0,"Wenn es darum geht, dass ""bio"" die Herkunft des Lebensmittels ohne antropogenen Einfluss im Sinne von Zucht oder Anbau ist, dann ist nur Wildfischfang und Wildjagd wirklich 100% bio.",269933.0,0.5623500943183899,1.0
59,3,GMO & organic,Comment,spiegel,92.0,"Es muss doch möglich sein, auf ökologische Art weitgehend »gesunde« Produkte im größeren Umfang zu erzeugen, ohne gleich das Ausmaß der ja nun wirklich oft grauenhaften Massentierhaltung zu betreten.",269888.0,0.5531491041183472,0.4333333333333329
60,3,GMO & organic,Comment,spiegel,92.0,"Und der Fertigproduktfraktion möchte ich sagen, dass selbst kochen mit Nicht Bio deutlich gesünder und Geschmacksintersiver ist als Fertigfrass.",270086.0,0.5329119563102722,1.0
61,3,GMO & organic,Comment,spiegel,92.0,"Dass Bioprodukte nicht immer unbedenklich sind, ist ein offenes Geheimnis.",270163.0,0.5109151005744934,0.7000000000000001
62,3,GMO & organic,Comment,spiegel,92.0,"Seitdem die Discounter und Drogerieketten dem Biowahn verfallen sind bekommt man ja gar keine ehrlichen, synthetisch hergestellten Nahrungsmittel mehr.",270153.0,0.5053078532218933,-0.23333333333333306
63,3,GMO & organic,Comment,spiegel,92.0,"Seitdem die Discounter und Drogerieketten dem Biowahn verfallen sind bekommt man ja gar keine ehrlichen, synthetisch hergestellten Nahrungsmittel mehr.",269904.0,0.5053078532218933,-0.23333333333333306
64,3,GMO & organic,Comment,spiegel,92.0,"und das BIO-farmlachse aus Norwegen, von den Hebriden, Shetlands etc., an die in massentierhaltung, und sei es auch nur anteilig in pellets gepresste doch eigenstaendige wertvolle speisefische wie hering und sardinen verfuettert werden, zeigt das auch die 'guten keine probleme.",270245.0,0.4980486631393433,1.0
65,3,GMO & organic,Comment,spiegel,92.0,"Ich halte es für wenig sinnvoll, Nachhaltigkeit nur auf die CO2 Bilanz eines Produktes zu beschränken.",270332.0,0.4948678612709045,0.5
66,3,GMO & organic,Comment,spiegel,92.0,"Mir ist nicht bekannt, dass auch nur ein Mensch and gentechnisch veränderten Nahrungsmitteln erkrankt wäre oder gar daran gestorben ist.",270168.0,0.4924871325492859,-0.17500000000000002
67,3,GMO & organic,Comment,spiegel,92.0,"Und wie sieht das wohl mit fairen Arbeitsbedingungen auf chinesischen Bio-Höfen oder brasilianischen Bio-Orangenplantagen aus, deren Erzeugnisse das staatliche Bio-Label tragen oder sogar ein Verbandssiegel?.",270193.0,0.4878241717815399,1.0
68,3,GMO & organic,Comment,spiegel,92.0,Ich bin noch nicht alt und finde den Geschmack an Früchten oder Gemüse oder auch tiereischen Erzeugnissen einfach nur noch in Ökoprodukten.,270084.0,0.4856273233890533,0.7000000000000001
69,3,GMO & organic,Comment,spiegel,92.0,"Was einzig und allein dazu führen würde, dass das Biogeschäft in eine Tochtergesellschaft ausgegliedert wird, die das Biosiegel dann doch wieder haben dürfte.",269918.0,0.4683958292007446,-0.7000000000000001
70,3,GMO & organic,Comment,spiegel,92.0,"Umgekehrt gilt, dass die meisten Produkte bei Alnatura (grüner Daumen) ebenfalls nur das staatliche Biosiegel tragen.",270183.0,0.4576299786567688,1.0
71,3,GMO & organic,Comment,spiegel,92.0,"Denn alle labeln beispielsweise auch im Januar eingeflogene Erdbeeren - sehr umweltfreundlich, oder?",270192.0,0.456746906042099,1.0
72,3,GMO & organic,Comment,spiegel,92.0,Geschmack und Qualität von Bioartikel sind einfach unschlagbar.,270083.0,0.44684749841690063,1.0
73,3,GMO & organic,Comment,spiegel,92.0,"Ökofreak lassen sich ja gern gebräunten Zucker zum doppelten Preis andrehen, obwohl sie sonst ja eher grün mögen ;-).",270171.0,0.4273961782455444,1.0
74,3,GMO & organic,Comment,spiegel,92.0,"Ökofreak lassen sich ja gern gebräunten Zucker zum doppelten Preis andrehen, obwohl sie sonst ja eher grün mögen ;-).",270149.0,0.4273961782455444,1.0
75,3,GMO & organic,Comment,spiegel,92.0,"Das ""nicht wesentlich"" ist übrigens falsch, denn zumindest bei den Handelsketten finden sich oft auch Produkte, die zusätzlich ein Siegel der deutschen Bio-Verbände tragen.",270182.0,0.4109567701816559,-0.85
76,3,GMO & organic,Comment,spiegel,92.0,Ich kaufe extrem viel Bio aber eigentlich nur aus zwei unsagbar egoistischen Gründen.,270081.0,0.4033142924308777,-0.5666666666666661
77,3,GMO & organic,Comment,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",270270.0,0.3960971236228943,0.15000000000000002
78,3,GMO & organic,Comment,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",270203.0,0.3960971236228943,0.15000000000000002
79,3,GMO & organic,Comment,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",270037.0,0.3960971236228943,0.15000000000000002
80,3,GMO & organic,Comment,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",269855.0,0.3960971236228943,0.15000000000000002
81,3,GMO & organic,Comment,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",269847.0,0.3960971236228943,0.15000000000000002
82,3,GMO & organic,Comment,spiegel,92.0,"In der Flut von fast hundert Öko-, Bio-, Qualitäts- und Fair-Trade-Logos verlieren selbst gut informierte Verbraucher die Übersicht.",269831.0,0.3960971236228943,0.15000000000000002
83,3,GMO & organic,Comment,spiegel,92.0,Ich habe noch nie Bio gekauft und werde es auch nie tun.,270133.0,0.3632352650165558,-0.7000000000000001
84,3,GMO & organic,Comment,spiegel,92.0,Ich habe noch nie Bio gekauft und werde es auch nie tun.,270215.0,0.3632352650165558,-0.7000000000000001
85,3,GMO & organic,Comment,spiegel,92.0,Ich habe noch nie Bio gekauft und werde es auch nie tun.,269892.0,0.3632352650165558,-0.7000000000000001
86,3,GMO & organic,Comment,spiegel,92.0,Ich habe noch nie Bio gekauft und werde es auch nie tun.,269951.0,0.3632352650165558,-0.7000000000000001
87,3,GMO & organic,Comment,spiegel,92.0,Ich habe noch nie Bio gekauft und werde es auch nie tun.,270020.0,0.3632352650165558,-0.7000000000000001
88,3,GMO & organic,Comment,spiegel,92.0,"Mich interessiert in diesem Zusammenhang nicht auf was der Fisch getestet wurde, denn ""Öko"" ist in diesem Fall definitiv Etikettenschwindel.",270243.0,0.3490018844604492,1.0
89,3,GMO & organic,Comment,spiegel,92.0,"Mich interessiert in diesem Zusammenhang nicht auf was der Fisch getestet wurde, denn ""Öko"" ist in diesem Fall definitiv Etikettenschwindel.",270240.0,0.3490018844604492,1.0
90,3,GMO & organic,Comment,spiegel,92.0,"Auch wenn dann im Bericht klar gesagt wird, dass die Bewertung z.B. allein aufgrund Sensorik, Geschmack etc. erfolgte finde ich das nicht ok - das Label auf .",270055.0,0.303387314081192,0.15000000000000002
91,4,Garbage 2,Comment,spiegel,92.0,Ich habe einmal ein wunderbares Zitat gefunden:.,270290.0,0.618622899055481,1.0
92,5,Food products & taste,Comment,spiegel,92.0,Seit dem kaufen wir Bio-Karotten.,270023.0,0.3929791152477264,-0.7000000000000001
93,5,Food products & taste,Comment,spiegel,92.0,Bei uns sind die Bio Karotten 20ct/kg billiger als die normalen.,270022.0,0.38797104358673096,1.0
94,5,Food products & taste,Comment,spiegel,92.0,Schmeckt hervorragend.,270105.0,0.3681997060775757,1.0
95,5,Food products & taste,Comment,spiegel,92.0,Zum Glück kann man Stevia auch als Saft der Pulver kaufen.,270176.0,0.3564121425151825,-0.7000000000000001
96,5,Food products & taste,Comment,spiegel,92.0,"Erstens will ich einen sauberen Geschmack (jeder der mal direkt ein Käfigei neben einem Bioei oder Billigmilch neben Biomilch hatte, weiss von was ich spreche) und Zweitens will ich Zutaten mit denen ich kochen kann.",270082.0,0.3321512341499329,0.7000000000000001
97,5,Food products & taste,Comment,spiegel,92.0,"Und die schweigende Mehrheit liebt Zusatzstoffe, sie macht nämlich aus einem muffig schmeckenden Biojoghurt mit Erdbeere ein Geschmackserlebnis.",270050.0,0.3271385431289673,-1.0
98,5,Food products & taste,Comment,spiegel,92.0,"Und die schweigende Mehrheit liebt Zusatzstoffe, sie macht nämlich aus einem muffig schmeckenden Biojoghurt mit Erdbeere ein Geschmackserlebnis.",270103.0,0.3271385431289673,-1.0
99,5,Food products & taste,Comment,spiegel,92.0,"Und leicht zuzubereiten, alles was über Packung aufschneiden hinausgeht, ist nicht akzeptabel.",270018.0,0.3158567845821381,-0.5
100,5,Food products & taste,Comment,spiegel,92.0,Er hat versucht echte Lebensmittel(die Briten essen eigentlich Synthetikpampe mit Aroma) an Schulen einzuführen.,270076.0,0.31206268072128296,1.0
101,5,Food products & taste,Comment,spiegel,92.0,"Du meine Güte: glauben Sie wirklich, dieser unsägliche Bulettenbräter würde gutes Essen servieren?",270255.0,0.2961084246635437,1.0
102,5,Food products & taste,Comment,spiegel,92.0,Die gute Qualität oder auch nur der tolle Geschmack waren es nicht.,270263.0,0.2890083491802216,1.0
103,5,Food products & taste,Comment,spiegel,92.0,"vorbei (wenn es Sie wirklich interessiert, was Sie essen.",269978.0,0.2882626950740814,1.0
104,5,Food products & taste,Comment,spiegel,92.0,"vorbei (wenn es Sie wirklich interessiert, was Sie essen.",269962.0,0.2882626950740814,1.0
105,5,Food products & taste,Comment,spiegel,92.0,"Die einen Schwingen die Bio- Moralkeule, und die anderen gönnen keinem ein Stückchen Demeter Butter auf dem Brot.",270040.0,0.28065043687820435,1.0
106,5,Food products & taste,Comment,spiegel,92.0,"Ist nicht allgemein bekannt, daß damit nur der Geschmack prämiert wird?.",270043.0,0.2625560760498047,0.7000000000000001
107,5,Food products & taste,Comment,spiegel,92.0,"Öka süsst mit Stevia, eine tolle Pflanze, die bei mir leider nicht lange überlebt hat.",270174.0,0.2625460922718048,1.0
108,5,Food products & taste,Comment,spiegel,92.0,"Voraussetzung ist natürlich, dass man den Hintern hochkriegt und selber kocht anstatt die xte Kochsendung zu glotzen und die 1,49-EUR-Billigst-Fertigpizza in den stromfressenden Backofen zu schieben.",269942.0,0.2624946236610413,0.7000000000000001
109,5,Food products & taste,Comment,spiegel,92.0,Abgespeist: Teekanne Landlust - www.abgespeist.de - Denn Etiketten lügen wie gedruckt - Eine Kampagne von foodwatch.,269961.0,0.25318843126297,-1.0
110,5,Food products & taste,Comment,spiegel,92.0,"Dieser synthetische Matsch ist nur ein schwacher Versuch etwas nachzuahmen, was es in der Natur viel besser gibt.",270085.0,0.2340100407600403,-0.35000000000000003
111,5,Food products & taste,Comment,spiegel,92.0,"Auch wenn dann im Bericht klar gesagt wird, dass die Bewertung z.B. allein aufgrund Sensorik, Geschmack etc. erfolgte finde ich das nicht ok - das Label auf dem Becher suggeriert eben etwas anderes.",269859.0,0.22454312443733213,0.15000000000000002
112,5,Food products & taste,Comment,spiegel,92.0,Sicher haben sie auch genaue Quellen für die angeblich so Minderwertigen Zutaten bei McDoof .,269985.0,0.21880196034908286,-0.15000000000000002
113,5,Food products & taste,Comment,spiegel,92.0,Sicher haben sie auch genaue Quellen für die angeblich so Minderwertigen Zutaten bei McDoof .,270031.0,0.21880196034908286,-0.15000000000000002
114,5,Food products & taste,Comment,spiegel,92.0,Sicher haben sie auch genaue Quellen für die angeblich so Minderwertigen Zutaten bei McDoof .,270253.0,0.21880196034908286,-0.15000000000000002
115,5,Food products & taste,Comment,spiegel,92.0,"Bitte mich nicht missverstehen, ich trinke auch gern mal einen Kaffee (32 /kg).",270331.0,0.19828325510025024,0.5
116,5,Food products & taste,Comment,spiegel,92.0,"Bitte mich nicht missverstehen, ich trinke auch gern mal einen Kaffee (32 /kg).",270299.0,0.19828325510025024,0.5
